invoice_id,quantity,tax_5%,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,customer_id,product_id,sales_id,average_price_per_unit
138-17-5109,9,40.1445,843.0345,1/15/2019,15:42,Credit card,802.89,4.761904762,40.1445,6.5,1,443,443,93.6705
192-98-7397,1,0.639,13.419,1/8/2019,14:11,Ewallet,12.78,4.761904762,0.639,9.5,5,444,444,13.419
301-11-9629,7,6.685,140.385,1/15/2019,10:43,Cash,133.7,4.761904762,6.685,9.7,8,445,445,20.055
390-80-5128,1,0.9575,20.1075,1/28/2019,17:58,Credit card,19.15,4.761904762,0.9575,9.5,6,446,446,20.1075
235-46-8343,10,13.83,290.43,2/14/2019,11:26,Credit card,276.6,4.761904762,13.83,8.9,10,447,447,29.043
453-12-7053,3,6.861,144.081,3/10/2019,17:38,Credit card,137.22,4.761904762,6.861,6.5,5,448,448,48.026999999999994
296-11-7041,1,1.3535,28.4235,1/12/2019,20:07,Credit card,27.07,4.761904762,1.3535,5.3,6,449,449,28.4235
449-27-2918,1,1.956,41.076,3/26/2019,11:02,Credit card,39.12,4.761904762,1.956,9.6,6,450,450,41.076
891-01-7034,6,22.413,470.673,1/1/2019,19:07,Cash,448.26,4.761904762,22.413,6.7,9,451,451,78.4455
744-09-5786,6,6.603,138.663,1/2/2019,18:50,Cash,132.06,4.761904762,6.603,7.6,11,452,452,23.110500000000002
727-17-0390,5,15.9025,333.9525,3/16/2019,12:43,Ewallet,318.05,4.761904762,15.9025,4.8,8,453,453,66.7905
568-88-3448,1,1.25,26.25,3/3/2019,15:09,Ewallet,25.0,4.761904762,1.25,5.5,3,454,454,26.25
187-83-5490,4,4.154,87.234,1/31/2019,13:47,Cash,83.08,4.761904762,4.154,4.7,4,455,455,21.8085
767-54-1907,5,7.39,155.19,2/13/2019,16:59,Cash,147.8,4.761904762,7.39,6.9,6,456,456,31.038
710-46-4433,9,34.83,731.43,2/15/2019,14:15,Credit card,696.6,4.761904762,34.83,4.5,6,457,457,81.27
533-33-5337,10,39.695,833.595,2/7/2019,20:24,Cash,793.9,4.761904762,39.695,6.2,11,458,458,83.3595
325-90-8763,10,23.285,488.985,1/27/2019,13:58,Cash,465.7,4.761904762,23.285,7.6,12,459,459,48.8985
729-46-7422,1,1.7945,37.6845,2/23/2019,16:52,Credit card,35.89,4.761904762,1.7945,7.9,5,460,460,37.6845
639-76-1242,5,10.13,212.73,2/3/2019,15:19,Cash,202.6,4.761904762,10.13,4.5,5,461,461,42.546
234-03-4040,10,36.525,767.025,3/3/2019,12:25,Credit card,730.5,4.761904762,36.525,8.7,6,462,462,76.7025
326-71-2155,4,14.79,310.59,2/3/2019,10:02,Cash,295.8,4.761904762,14.79,6.1,2,463,463,77.6475
320-32-8842,1,1.131,23.751,3/17/2019,18:58,Cash,22.62,4.761904762,1.131,6.4,12,464,464,23.751
470-32-9057,5,12.835,269.535,3/28/2019,15:31,Credit card,256.7,4.761904762,12.835,9.1,4,465,465,53.907000000000004
878-30-2331,10,27.275,572.775,3/2/2019,11:22,Credit card,545.5,4.761904762,27.275,7.1,12,466,466,57.277499999999996
440-59-5691,7,13.0025,273.0525,2/8/2019,13:12,Credit card,260.05,4.761904762,13.0025,7.7,12,467,467,39.0075
554-53-3790,6,11.106,233.226,3/22/2019,18:33,Cash,222.12,4.761904762,11.106,4.5,11,468,468,38.871
746-19-0921,1,1.079,22.659,2/9/2019,10:02,Ewallet,21.58,4.761904762,1.079,7.2,5,469,469,22.659
233-34-0817,1,4.942,103.782,2/15/2019,11:21,Cash,98.84,4.761904762,4.942,8.4,12,470,470,103.782
767-05-1286,6,25.131,527.751,1/23/2019,12:10,Ewallet,502.62,4.761904762,25.131,5.4,12,471,471,87.9585
340-21-9136,4,8.01,168.21,1/25/2019,11:40,Cash,160.2,4.761904762,8.01,9.7,1,472,472,42.0525
405-31-3305,10,21.565,452.865,2/2/2019,18:31,Credit card,431.3,4.761904762,21.565,5.5,4,473,473,45.286500000000004
731-59-7531,8,29.028,609.588,3/30/2019,17:58,Cash,580.56,4.761904762,29.028,4.6,7,474,474,76.1985
676-39-6028,5,16.11,338.31,3/30/2019,17:04,Cash,322.2,4.761904762,16.11,6.6,1,475,475,67.662
502-05-1910,3,9.777,205.317,2/25/2019,20:35,Credit card,195.54,4.761904762,9.777,6.3,3,476,476,68.43900000000001
485-30-8700,5,8.315,174.615,3/18/2019,16:10,Credit card,166.3,4.761904762,8.315,4.2,8,477,477,34.923
598-47-9715,4,16.814,353.094,3/7/2019,16:54,Ewallet,336.28,4.761904762,16.814,4.4,5,478,478,88.2735
701-69-8742,10,17.185,360.885,3/16/2019,10:11,Ewallet,343.7,4.761904762,17.185,6.7,11,479,479,36.088499999999996
575-67-1508,1,1.93,40.53,1/29/2019,11:26,Ewallet,38.6,4.761904762,1.93,6.7,3,480,480,40.53
541-08-3113,8,26.388,554.148,2/2/2019,20:29,Cash,527.76,4.761904762,26.388,8.4,5,481,481,69.2685
246-11-3901,10,16.4,344.4,2/15/2019,12:12,Cash,328.0,4.761904762,16.4,6.2,2,482,482,34.44
674-15-9296,5,9.285,194.985,1/8/2019,13:05,Ewallet,185.7,4.761904762,9.285,5.0,3,483,483,38.997
305-18-3552,10,30.19,633.99,2/12/2019,16:19,Cash,603.8,4.761904762,30.19,6.0,7,484,484,63.399
493-65-6248,10,18.49,388.29,1/1/2019,19:48,Credit card,369.8,4.761904762,18.49,7.0,12,485,485,38.829
438-01-4015,4,9.898,207.858,3/21/2019,15:25,Ewallet,197.96,4.761904762,9.898,6.6,6,486,486,51.9645
709-58-4068,10,20.545,431.445,2/28/2019,14:42,Cash,410.9,4.761904762,20.545,7.3,9,487,487,43.1445
795-49-7276,4,7.43,156.03,3/23/2019,18:59,Ewallet,148.6,4.761904762,7.43,8.3,3,488,488,39.0075
556-72-8512,1,1.148,24.108,1/30/2019,20:47,Cash,22.96,4.761904762,1.148,4.3,5,489,489,24.108
627-95-3243,9,34.956,734.076,2/4/2019,13:21,Ewallet,699.12,4.761904762,34.956,9.8,6,490,490,81.56400000000001
686-41-0932,2,3.47,72.87,3/13/2019,19:48,Ewallet,69.4,4.761904762,3.47,8.2,9,491,491,36.435
510-09-5628,10,9.83,206.43,3/15/2019,18:20,Credit card,196.6,4.761904762,9.83,7.2,1,492,492,20.643
608-04-3797,8,10.128,212.688,3/5/2019,20:24,Ewallet,202.56,4.761904762,10.128,8.7,6,493,493,26.586
148-82-2527,10,6.06,127.26,3/5/2019,13:44,Credit card,121.2,4.761904762,6.06,8.4,12,494,494,12.726
437-53-3084,2,9.989,209.769,2/26/2019,11:48,Ewallet,199.78,4.761904762,9.989,7.1,11,495,495,104.8845
632-32-4574,8,30.368,637.728,3/20/2019,14:14,Cash,607.36,4.761904762,30.368,5.5,11,496,496,79.716
556-97-7101,2,6.322,132.762,1/1/2019,15:51,Cash,126.44,4.761904762,6.322,8.5,2,497,497,66.381
862-59-8517,6,27.072,568.512,1/27/2019,11:17,Cash,541.44,4.761904762,27.072,6.2,2,498,498,94.752
401-18-8016,1,4.9065,103.0365,1/21/2019,17:36,Cash,98.13,4.761904762,4.9065,8.9,6,499,499,103.0365
420-18-8989,8,20.608,432.768,2/2/2019,15:47,Cash,412.16,4.761904762,20.608,9.6,1,500,500,54.096
277-63-2961,1,3.6985,77.6685,2/3/2019,15:53,Credit card,73.97,4.761904762,3.6985,5.4,7,501,501,77.6685
573-98-8548,1,1.595,33.495,1/5/2019,12:40,Ewallet,31.9,4.761904762,1.595,9.1,12,502,502,33.495
620-02-2046,2,6.94,145.74,1/27/2019,19:48,Ewallet,138.8,4.761904762,6.94,9.0,5,503,503,72.87
282-35-2475,2,9.331,195.951,3/25/2019,17:53,Cash,186.62,4.761904762,9.331,6.3,9,504,504,97.9755
511-54-3087,1,4.4225,92.8725,2/25/2019,16:36,Credit card,88.45,4.761904762,4.4225,9.5,11,505,505,92.8725
726-29-6793,8,9.672,203.112,1/28/2019,20:54,Ewallet,193.44,4.761904762,9.672,9.8,4,506,506,25.389
387-49-4215,3,7.275,152.775,1/8/2019,12:50,Cash,145.5,4.761904762,7.275,6.7,6,507,507,50.925000000000004
862-17-9201,6,25.215,529.515,1/29/2019,10:48,Credit card,504.3,4.761904762,25.215,7.7,9,508,508,88.2525
291-21-5991,5,15.3225,321.7725,3/29/2019,14:28,Cash,306.45,4.761904762,15.3225,7.0,7,509,509,64.3545
602-80-9671,6,4.785,100.485,2/9/2019,17:15,Credit card,95.7,4.761904762,4.785,5.1,12,510,510,16.7475
347-72-6115,7,31.759,666.939,1/16/2019,18:03,Credit card,635.18,4.761904762,31.759,6.2,6,511,511,95.277
209-61-0206,5,10.7275,225.2775,1/5/2019,17:29,Ewallet,214.55,4.761904762,10.7275,6.1,8,512,512,45.0555
595-27-4851,7,18.998,398.958,1/27/2019,18:05,Ewallet,379.96,4.761904762,18.998,9.3,8,513,513,56.99400000000001
189-52-0236,7,34.8425,731.6925,3/14/2019,12:07,Cash,696.85,4.761904762,34.8425,7.6,3,514,514,104.5275
503-07-0930,7,20.4365,429.1665,2/23/2019,19:49,Credit card,408.73,4.761904762,20.4365,8.2,10,515,515,61.3095
413-20-6708,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,51.47,4.761904762,2.5735,8.5,12,516,516,54.0435
425-85-2085,5,13.715,288.015,3/29/2019,16:48,Ewallet,274.3,4.761904762,13.715,9.8,7,517,517,57.602999999999994
521-18-7827,5,9.8475,206.7975,1/22/2019,20:46,Credit card,196.95,4.761904762,9.8475,8.7,10,518,518,41.359500000000004
220-28-1851,2,3.473,72.933,3/1/2019,18:14,Ewallet,69.46,4.761904762,3.473,9.7,3,519,519,36.4665
600-38-9738,5,17.98,377.58,1/17/2019,15:05,Credit card,359.6,4.761904762,17.98,4.3,10,520,520,75.51599999999999
734-91-1155,3,6.8565,143.9865,3/26/2019,10:34,Credit card,137.13,4.761904762,6.8565,7.7,9,521,521,47.9955
451-28-5717,6,24.951,523.971,3/20/2019,11:23,Cash,499.02,4.761904762,24.951,7.3,12,522,522,87.3285
609-81-8548,6,11.232,235.872,2/6/2019,13:55,Credit card,224.64,4.761904762,11.232,5.9,1,523,523,39.312000000000005
133-14-7229,2,6.287,132.027,1/1/2019,11:43,Cash,125.74,4.761904762,6.287,5.0,5,524,524,66.0135
534-01-4457,6,24.513,514.773,1/27/2019,14:36,Credit card,490.26,4.761904762,24.513,8.0,3,525,525,85.7955
719-89-8991,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,457.05,4.761904762,22.8525,7.1,1,526,526,95.98049999999999
286-62-6248,4,7.842,164.682,1/16/2019,20:03,Credit card,156.84,4.761904762,7.842,9.0,11,527,527,41.1705
339-38-9982,2,5.986,125.706,1/13/2019,14:55,Ewallet,119.72,4.761904762,5.986,6.7,7,528,528,62.853
827-44-5872,10,27.18,570.78,2/7/2019,11:28,Credit card,543.6,4.761904762,27.18,6.1,6,529,529,57.077999999999996
827-77-7633,9,44.1405,926.9505,2/17/2019,19:41,Cash,882.81,4.761904762,44.1405,9.3,3,530,530,102.9945
287-83-1405,6,7.629,160.209,2/12/2019,19:01,Ewallet,152.58,4.761904762,7.629,7.0,3,531,531,26.7015
435-13-4908,8,34.672,728.112,1/24/2019,18:04,Credit card,693.44,4.761904762,34.672,7.2,4,532,532,91.014
857-67-9057,10,11.475,240.975,2/6/2019,19:20,Ewallet,229.5,4.761904762,11.475,8.2,11,533,533,24.0975
236-27-1144,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,146.79,4.761904762,7.3395,8.4,2,534,534,17.125500000000002
892-05-6689,5,7.08,148.68,3/11/2019,13:28,Ewallet,141.6,4.761904762,7.08,6.2,8,535,535,29.736
583-41-4548,7,5.8345,122.5245,2/7/2019,11:36,Ewallet,116.69,4.761904762,5.8345,7.4,5,536,536,17.5035
339-12-4827,1,3.698,77.658,1/5/2019,11:32,Credit card,73.96,4.761904762,3.698,5.0,6,537,537,77.658
643-38-7867,1,4.897,102.837,3/7/2019,11:44,Ewallet,97.94,4.761904762,4.897,6.9,3,538,538,102.837
308-81-0538,4,14.61,306.81,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9,8,539,539,76.7025
358-88-9262,6,26.244,551.124,2/1/2019,18:43,Ewallet,524.88,4.761904762,26.244,5.1,12,540,540,91.854
460-35-4390,3,4.602,96.642,1/22/2019,11:00,Ewallet,92.04,4.761904762,4.602,9.1,3,541,541,32.214
343-87-0864,1,3.794,79.674,1/3/2019,10:30,Credit card,75.88,4.761904762,3.794,7.1,10,542,542,79.674
173-50-1108,4,4.036,84.756,2/13/2019,12:14,Credit card,80.72,4.761904762,4.036,5.0,6,543,543,21.189
243-47-2663,6,5.631,118.251,1/28/2019,16:43,Credit card,112.62,4.761904762,5.631,5.5,10,544,544,19.7085
841-18-8232,1,3.56,74.76,1/5/2019,20:40,Credit card,71.2,4.761904762,3.56,9.2,9,545,545,74.76
701-23-5550,4,7.762,163.002,3/19/2019,13:40,Ewallet,155.24,4.761904762,7.762,4.9,7,546,546,40.7505
647-50-1224,10,14.71,308.91,1/12/2019,16:23,Ewallet,294.2,4.761904762,14.71,8.9,8,547,547,30.891000000000002
541-48-8554,9,27.4275,575.9775,1/7/2019,12:08,Credit card,548.55,4.761904762,27.4275,6.0,3,548,548,63.997499999999995
539-21-7227,5,12.885,270.585,1/26/2019,17:45,Cash,257.7,4.761904762,12.885,4.2,9,549,549,54.117
213-32-1216,6,19.818,416.178,1/23/2019,10:28,Cash,396.36,4.761904762,19.818,7.3,8,550,550,69.363
747-58-7183,3,8.5905,180.4005,2/9/2019,20:31,Ewallet,171.81,4.761904762,8.5905,6.5,11,551,551,60.1335
582-52-8065,9,24.4395,513.2295,2/22/2019,10:49,Cash,488.79,4.761904762,24.4395,8.9,9,552,552,57.0255
210-57-1719,9,26.208,550.368,2/5/2019,12:34,Cash,524.16,4.761904762,26.208,9.7,9,553,553,61.15200000000001
399-69-4630,6,6.663,139.923,3/7/2019,10:23,Credit card,133.26,4.761904762,6.663,8.6,5,554,554,23.3205
134-75-2619,7,6.762,142.002,3/25/2019,18:51,Cash,135.24,4.761904762,6.762,6.9,4,555,555,20.286
356-44-8813,3,5.622,118.062,1/20/2019,13:45,Credit card,112.44,4.761904762,5.622,7.7,11,556,556,39.354
198-66-9832,2,7.204,151.284,2/4/2019,19:38,Cash,144.08,4.761904762,7.204,9.5,6,557,557,75.642
283-26-5248,10,49.26,1034.46,1/30/2019,20:23,Ewallet,985.2,4.761904762,49.26,4.5,12,558,558,103.446
712-39-0363,6,12.498,262.458,1/2/2019,15:24,Ewallet,249.96,4.761904762,12.498,5.6,4,559,559,43.743
218-59-9410,3,10.863,228.123,3/29/2019,16:54,Ewallet,217.26,4.761904762,10.863,8.2,1,560,560,76.041
174-75-0888,9,9.711,203.931,3/14/2019,12:32,Cash,194.22,4.761904762,9.711,7.3,11,561,561,22.659000000000002
866-99-7614,10,44.6,936.6,2/11/2019,15:42,Credit card,892.0,4.761904762,44.6,4.4,5,562,562,93.66
134-54-4720,8,16.968,356.328,1/30/2019,13:58,Ewallet,339.36,4.761904762,16.968,5.7,9,563,563,44.541
760-90-2357,6,22.353,469.413,3/20/2019,15:08,Ewallet,447.06,4.761904762,22.353,5.0,4,564,564,78.2355
514-37-2845,2,9.925,208.425,3/20/2019,13:02,Cash,198.5,4.761904762,9.925,9.0,11,565,565,104.2125
698-98-5964,10,40.605,852.705,1/17/2019,13:01,Credit card,812.1,4.761904762,40.605,6.3,8,566,566,85.2705
718-57-9773,10,24.665,517.965,2/3/2019,16:40,Credit card,493.3,4.761904762,24.665,9.4,2,567,567,51.7965
651-88-7328,9,29.583,621.243,1/1/2019,13:55,Cash,591.66,4.761904762,29.583,7.7,8,568,568,69.027
241-11-2261,7,27.951,586.971,1/10/2019,10:33,Credit card,559.02,4.761904762,27.951,5.5,9,569,569,83.853
408-26-9866,7,25.893,543.753,3/2/2019,16:42,Ewallet,517.86,4.761904762,25.893,4.1,2,570,570,77.679
834-83-1826,5,20.51,430.71,2/25/2019,17:16,Credit card,410.2,4.761904762,20.51,7.6,6,571,571,86.142
343-61-3544,10,13.335,280.035,1/29/2019,11:48,Cash,266.7,4.761904762,13.335,8.6,7,572,572,28.003500000000003
239-48-4278,7,3.5455,74.4555,3/10/2019,19:35,Ewallet,70.91,4.761904762,3.5455,8.3,4,573,573,10.6365
355-34-6244,2,7.239,152.019,1/13/2019,19:55,Credit card,144.78,4.761904762,7.239,8.1,11,574,574,76.0095
550-84-8664,5,21.4775,451.0275,3/22/2019,14:33,Credit card,429.55,4.761904762,21.4775,8.6,3,575,575,90.2055
339-96-8318,7,28.4585,597.6285,3/1/2019,19:49,Ewallet,569.17,4.761904762,28.4585,6.3,7,576,576,85.3755
458-61-0011,4,12.06,253.26,2/20/2019,18:43,Cash,241.2,4.761904762,12.06,5.8,11,577,577,63.315
592-34-6155,4,6.354,133.434,1/14/2019,14:43,Ewallet,127.08,4.761904762,6.354,6.2,5,578,578,33.3585
797-88-0493,4,12.854,269.934,3/26/2019,13:54,Cash,257.08,4.761904762,12.854,7.7,8,579,579,67.4835
207-73-1363,2,6.951,145.971,3/1/2019,12:15,Ewallet,139.02,4.761904762,6.951,8.1,11,580,580,72.9855
390-31-6381,3,4.083,85.743,1/7/2019,12:37,Cash,81.66,4.761904762,4.083,7.3,5,581,581,28.581
443-82-0585,4,15.536,326.256,2/1/2019,19:54,Cash,310.72,4.761904762,15.536,8.4,1,582,582,81.564
339-18-7061,2,9.298,195.258,2/13/2019,15:06,Credit card,185.96,4.761904762,9.298,8.0,12,583,583,97.629
359-90-3665,4,3.616,75.936,1/14/2019,18:03,Credit card,72.32,4.761904762,3.616,9.5,6,584,584,18.984
375-72-3056,3,9.459,198.639,1/19/2019,15:58,Ewallet,189.18,4.761904762,9.459,7.0,11,585,585,66.21300000000001
127-47-6963,4,10.342,217.182,3/9/2019,13:53,Credit card,206.84,4.761904762,10.342,9.8,3,586,586,54.2955
278-86-2735,3,7.851,164.871,3/27/2019,14:03,Cash,157.02,4.761904762,7.851,9.2,8,587,587,54.957
695-28-6250,5,10.765,226.065,2/4/2019,16:38,Ewallet,215.3,4.761904762,10.765,7.7,8,588,588,45.213
379-17-6588,10,29.805,625.905,3/14/2019,11:07,Cash,596.1,4.761904762,29.805,5.3,5,589,589,62.5905
227-50-3718,5,3.655,76.755,3/4/2019,12:23,Cash,73.1,4.761904762,3.655,4.4,3,590,590,15.350999999999999
302-15-2162,6,13.959,293.139,3/3/2019,10:54,Credit card,279.18,4.761904762,13.959,4.3,10,591,591,48.856500000000004
788-07-8452,7,8.484,178.164,1/27/2019,17:38,Ewallet,169.68,4.761904762,8.484,9.4,12,592,592,25.451999999999998
560-49-6611,1,2.279,47.859,2/7/2019,14:13,Cash,45.58,4.761904762,2.279,9.8,1,593,593,47.859
880-35-0356,3,11.28,236.88,2/5/2019,11:51,Ewallet,225.6,4.761904762,11.28,4.8,1,594,594,78.96
585-11-6748,3,14.52,304.92,3/15/2019,13:05,Cash,290.4,4.761904762,14.52,5.3,7,595,595,101.64
470-31-3286,3,2.223,46.683,3/1/2019,11:30,Credit card,44.46,4.761904762,2.223,8.7,11,596,596,15.561
152-68-2907,3,7.83,164.43,2/15/2019,13:30,Credit card,156.6,4.761904762,7.83,9.5,3,597,597,54.81
123-35-4896,9,20.997,440.937,2/17/2019,19:11,Ewallet,419.94,4.761904762,20.997,5.3,2,598,598,48.993
258-69-7810,5,9.2125,193.4625,1/26/2019,18:53,Cash,184.25,4.761904762,9.2125,9.2,2,599,599,38.6925
334-64-2006,2,7.032,147.672,3/24/2019,14:22,Ewallet,140.64,4.761904762,7.032,9.6,1,600,600,73.836
219-61-4139,1,4.154,87.234,1/23/2019,17:16,Ewallet,83.08,4.761904762,4.154,6.4,5,601,601,87.234
881-41-7302,1,3.2495,68.2395,1/26/2019,10:06,Credit card,64.99,4.761904762,3.2495,4.5,2,602,602,68.2395
373-09-4567,10,38.78,814.38,3/14/2019,20:35,Ewallet,775.6,4.761904762,38.78,6.9,5,603,603,81.438
642-30-6693,6,16.353,343.413,3/17/2019,13:54,Ewallet,327.06,4.761904762,16.353,7.8,9,604,604,57.2355
484-22-8230,7,18.1615,381.3915,1/8/2019,20:08,Cash,363.23,4.761904762,18.1615,4.5,12,605,605,54.484500000000004
830-58-2383,4,6.35,133.35,2/8/2019,15:26,Cash,127.0,4.761904762,6.35,8.6,11,606,606,33.3375
559-98-9873,7,18.7775,394.3275,2/10/2019,12:56,Ewallet,375.55,4.761904762,18.7775,5.2,1,607,607,56.332499999999996
544-32-5024,4,9.958,209.118,3/28/2019,19:16,Credit card,199.16,4.761904762,9.958,6.4,12,608,608,52.2795
318-12-0304,1,1.5305,32.1405,1/23/2019,12:20,Ewallet,30.61,4.761904762,1.5305,5.2,3,609,609,32.1405
349-97-8902,2,5.789,121.569,1/17/2019,10:37,Ewallet,115.78,4.761904762,5.789,8.9,7,610,610,60.7845
421-95-9805,1,1.448,30.408,2/7/2019,10:18,Credit card,28.96,4.761904762,1.448,6.2,8,611,611,30.408
277-35-5865,9,44.5365,935.2665,3/9/2019,11:23,Cash,890.73,4.761904762,44.5365,6.7,12,612,612,103.9185
789-23-8625,3,13.983,293.643,1/24/2019,11:45,Cash,279.66,4.761904762,13.983,7.2,7,613,613,97.88099999999999
284-54-4231,1,4.0465,84.9765,1/19/2019,16:08,Credit card,80.93,4.761904762,4.0465,9.0,10,614,614,84.9765
443-59-0061,10,33.725,708.225,2/3/2019,11:25,Ewallet,674.5,4.761904762,33.725,4.2,4,615,615,70.8225
509-29-3912,9,17.424,365.904,3/20/2019,12:24,Ewallet,348.48,4.761904762,17.424,4.2,1,616,616,40.656
327-40-9673,6,21.78,457.38,1/13/2019,19:51,Cash,435.6,4.761904762,21.78,6.9,7,617,617,76.23
840-19-2096,5,21.9775,461.5275,3/14/2019,18:10,Ewallet,439.55,4.761904762,21.9775,4.4,10,618,618,92.3055
828-46-6863,6,29.559,620.739,1/23/2019,11:22,Credit card,591.18,4.761904762,29.559,4.0,4,619,619,103.4565
641-96-3695,6,13.038,273.798,2/7/2019,17:55,Ewallet,260.76,4.761904762,13.038,8.5,12,620,620,45.633
420-97-3340,3,10.752,225.792,3/28/2019,15:30,Credit card,215.04,4.761904762,10.752,9.2,8,621,621,75.264
436-54-4512,1,4.5805,96.1905,3/20/2019,19:44,Cash,91.61,4.761904762,4.5805,9.8,1,622,622,96.1905
670-79-6321,7,33.1065,695.2365,1/17/2019,15:27,Credit card,662.13,4.761904762,33.1065,4.9,6,623,623,99.31949999999999
852-62-7105,10,41.625,874.125,1/12/2019,11:25,Credit card,832.5,4.761904762,41.625,4.4,9,624,624,87.4125
598-06-7312,1,4.5675,95.9175,2/16/2019,15:42,Cash,91.35,4.761904762,4.5675,6.8,7,625,625,95.9175
135-13-8269,2,7.888,165.648,1/26/2019,16:04,Cash,157.76,4.761904762,7.888,9.1,6,626,626,82.824
816-57-2053,2,6.087,127.827,3/9/2019,12:37,Ewallet,121.74,4.761904762,6.087,8.7,3,627,627,63.9135
628-90-8624,10,41.29,867.09,3/14/2019,14:41,Cash,825.8,4.761904762,41.29,5.0,7,628,628,86.709
856-66-2701,3,7.995,167.895,1/25/2019,14:19,Ewallet,159.9,4.761904762,7.995,7.5,4,629,629,55.965
308-39-1707,1,0.6045,12.6945,1/26/2019,18:19,Credit card,12.09,4.761904762,0.6045,8.2,8,630,630,12.6945
149-61-1929,10,32.095,673.995,1/19/2019,14:08,Credit card,641.9,4.761904762,32.095,6.7,3,631,631,67.3995
655-07-2265,3,11.7465,246.6765,3/5/2019,16:38,Ewallet,234.93,4.761904762,11.7465,5.4,3,632,632,82.2255
589-02-8023,2,8.377,175.917,1/15/2019,10:54,Credit card,167.54,4.761904762,8.377,7.0,4,633,633,87.9585
420-04-7590,3,14.955,314.055,3/18/2019,11:29,Ewallet,299.1,4.761904762,14.955,4.7,11,634,634,104.685
182-88-2763,3,11.9865,251.7165,3/20/2019,19:28,Credit card,239.73,4.761904762,11.9865,5.0,7,635,635,83.9055
188-55-0967,10,33.235,697.935,1/15/2019,15:01,Credit card,664.7,4.761904762,33.235,5.0,7,636,636,69.7935
610-46-4100,7,10.1325,212.7825,3/3/2019,20:31,Credit card,202.65,4.761904762,10.1325,6.0,3,637,637,30.3975
318-81-2368,1,2.31,48.51,3/19/2019,12:16,Cash,46.2,4.761904762,2.31,6.3,2,638,638,48.51
364-33-8584,5,4.4075,92.5575,3/8/2019,15:27,Cash,88.15,4.761904762,4.4075,8.5,6,639,639,18.5115
665-63-9737,3,7.863,165.123,2/27/2019,17:36,Ewallet,157.26,4.761904762,7.863,7.5,11,640,640,55.041
695-09-5146,3,14.8185,311.1885,2/23/2019,20:00,Ewallet,296.37,4.761904762,14.8185,6.4,6,641,641,103.72949999999999
155-45-3814,8,35.42,743.82,3/19/2019,15:29,Ewallet,708.4,4.761904762,35.42,4.7,12,642,642,92.9775
794-32-2436,2,5.567,116.907,3/27/2019,15:08,Ewallet,111.34,4.761904762,5.567,6.0,7,643,643,58.4535
131-15-8856,8,29.008,609.168,3/30/2019,19:26,Credit card,580.16,4.761904762,29.008,4.0,12,644,644,76.146
273-84-2164,5,3.0125,63.2625,2/16/2019,15:53,Ewallet,60.25,4.761904762,3.0125,5.5,10,645,645,12.6525
706-36-6154,9,8.712,182.952,1/18/2019,18:43,Ewallet,174.24,4.761904762,8.712,8.7,4,646,646,20.328
778-89-7974,6,21.063,442.323,3/30/2019,14:58,Cash,421.26,4.761904762,21.063,7.4,5,647,647,73.7205
574-31-8277,1,1.6815,35.3115,3/20/2019,19:55,Cash,33.63,4.761904762,1.6815,5.6,7,648,648,35.3115
859-71-0933,2,1.549,32.529,1/16/2019,15:10,Cash,30.98,4.761904762,1.549,6.3,12,649,649,16.2645
740-11-5257,10,12.37,259.77,2/24/2019,16:44,Cash,247.4,4.761904762,12.37,7.1,5,650,650,25.976999999999997
369-82-2676,5,18.915,397.215,1/15/2019,18:22,Ewallet,378.3,4.761904762,18.915,7.8,11,651,651,79.443
563-47-4072,6,16.743,351.603,1/22/2019,11:52,Cash,334.86,4.761904762,16.743,9.9,9,652,652,58.600500000000004
742-04-5161,10,36.39,764.19,2/3/2019,17:24,Cash,727.8,4.761904762,36.39,7.3,4,653,653,76.41900000000001
149-15-7606,9,16.794,352.674,3/6/2019,15:31,Ewallet,335.88,4.761904762,16.794,5.1,7,654,654,39.186
133-77-3154,4,12.036,252.756,2/16/2019,18:04,Credit card,240.72,4.761904762,12.036,9.4,7,655,655,63.189
169-52-4504,3,2.3535,49.4235,3/14/2019,14:13,Credit card,47.07,4.761904762,2.3535,5.8,8,656,656,16.4745
250-81-7186,1,4.9845,104.6745,2/27/2019,10:23,Credit card,99.69,4.761904762,4.9845,8.0,2,657,657,104.6745
562-12-5430,3,13.2225,277.6725,1/18/2019,10:11,Ewallet,264.45,4.761904762,13.2225,7.9,1,658,658,92.5575
816-72-8853,5,6.9825,146.6325,1/29/2019,15:48,Cash,139.65,4.761904762,6.9825,5.9,1,659,659,29.3265
491-38-3499,1,2.7725,58.2225,2/26/2019,17:46,Credit card,55.45,4.761904762,2.7725,4.9,4,660,660,58.2225
322-02-2271,3,6.4455,135.3555,2/3/2019,11:46,Cash,128.91,4.761904762,6.4455,9.3,9,661,661,45.118500000000004
842-29-4695,7,5.999,125.979,1/16/2019,12:07,Credit card,119.98,4.761904762,5.999,7.9,10,662,662,17.997
725-67-2480,6,17.625,370.125,3/24/2019,18:14,Credit card,352.5,4.761904762,17.625,5.9,6,663,663,61.6875
